ID,Original_FR,Conflicting_FR,Predicted_Label,Semantic_Tuple_A,Semantic_Tuple_B,Resolution
11,A CPN user shall be able to configure any unmanaged service provided to the user.,A CPN user shall not be allowed to configure unmanaged services without administrator approval.,Restriction Conflict,"```json
{
  ""Event"": ""null"",
  ""Agent"": ""CPN user"",
  ""Operation"": ""configure"",
  ""Input"": ""any unmanaged service provided to the user"",
  ""Output"": ""configured unmanaged service"",
  ""Restriction"": ""limited to unmanaged services provided to the user""
}
```","```json
{
  ""Event"": ""when a CPN user attempts to configure unmanaged services"",
  ""Agent"": ""system"",
  ""Operation"": ""deny configuration of unmanaged services"",
  ""Input"": ""request from CPN user to configure unmanaged services"",
  ""Output"": ""configuration action blocked/rejected"",
  ""Restriction"": ""unless administrator approval has been granted""
}
```","1. Add a **condition** to Requirement A specifying that a CPN user may configure any unmanaged service provided to them *only after administrator approval has been granted*.
2. Modify the **restriction** in Requirement B to clarify that administrator approval is required only for a defined subset of unmanaged services (e.g., those above a certain risk level), allowing the CPN user unrestricted configuration of the remaining services.
3. Introduce a **two-phase operation** in both requirements where the CPN user submits a configuration request (Requirement A) and the system automatically grants approval for pre-authorized service types while blocking all others pending administrator review (Requirement B)."
12,A current temperature value that is received from an individual thermostat shall be compared to the valid temperature range values.,The system shall not perform validation against predefined range values for temperature inputs.,Operation Conflict,"```json
{
  ""Event"": ""when a current temperature value is received from an individual thermostat"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""compare"",
  ""Input"": ""current temperature value received from an individual thermostat, valid temperature range values"",
  ""Output"": ""result of comparison between current temperature value and valid temperature range values"",
  ""Restriction"": ""null""
}
```","```json
{
  ""Event"": ""null"",
  ""Agent"": ""the system"",
  ""Operation"": ""shall not perform validation"",
  ""Input"": ""temperature inputs"",
  ""Output"": ""null"",
  ""Restriction"": ""against predefined range values""
}
```","1. Modify the **operation** in Requirement B to narrow its prohibition by specifying that the system shall not perform validation against predefined range values *except* when processing temperature inputs received from individual thermostats, aligning with Requirement A's mandated comparison.
2. Modify the **restriction** in Requirement B to clarify that ""predefined range values"" excludes dynamically assigned valid temperature ranges sourced from individual thermostat configurations, removing the conflict with Requirement A's comparison operation.
3. Modify the **input** in Requirement A to specify that the valid temperature range values are thermostat-specific rather than system-wide predefined values, satisfying Requirement B's prohibition while preserving the validation intent."
13,A description and time/date of each prescription that has been ordered or given is displayed starting with most recent.,The system shall display prescriptions in chronological order from oldest to newest.,Restriction Conflict,"```json
{
  ""Event"": ""when a prescription has been ordered or given"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""display"",
  ""Input"": ""description and time/date of each prescription that has been ordered or given"",
  ""Output"": ""list of prescriptions with description and time/date"",
  ""Restriction"": ""ordered starting with most recent""
}
```","```json
{
  ""Event"": ""null"",
  ""Agent"": ""the system"",
  ""Operation"": ""display"",
  ""Input"": ""prescriptions"",
  ""Output"": ""prescriptions presented in chronological order from oldest to newest"",
  ""Restriction"": ""ordered chronologically from oldest to newest""
}
```","1. Modify the **constraint** in Requirement B to specify that prescriptions shall be displayed in reverse chronological order (most recent first), aligning with Requirement A's ordering rule.
2. Modify the **constraint** in Requirement A to replace ""starting with most recent"" with ""chronological order from oldest to newest,"" aligning with Requirement B's ordering rule.
3. Modify the **output** in both requirements to introduce a user-configurable sort order constraint, allowing prescriptions to be displayed either from oldest to newest or most recent first based on user preference."
14,A failed login will alert the physician/pharmacist.,A failed login attempt shall not generate alerts to users for security reasons.,Operation Conflict,"```json
{
  ""Event"": ""a failed login attempt occurs"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""alert"",
  ""Input"": ""failed login event"",
  ""Output"": ""alert notification sent to physician/pharmacist"",
  ""Restriction"": ""null""
}
```","```json
{
  ""Event"": ""when a login attempt fails"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""not generate alerts"",
  ""Input"": ""failed login attempt"",
  ""Output"": ""no alert notifications to users"",
  ""Restriction"": ""for security reasons""
}
```","1. Modify the **output** of Requirement A so that failed login alerts are sent only to system administrators or security personnel rather than to the physician/pharmacist end-users, satisfying both the security constraint and the need for notification.
2. Add a **condition/restriction** to Requirement A specifying that alerts are generated only after a threshold number of consecutive failed login attempts (e.g., three or more), distinguishing it from the single-attempt prohibition in Requirement B.
3. Modify the **operation** in Requirement A to route failed login notifications through a secure, out-of-band channel (e.g., encrypted audit log or security dashboard) rather than a direct user-facing alert, reconciling the security restriction in Requirement B with the alerting need in Requirement A."
15,A failed login will alert the physician/pharmacist.,"Login failure alerts shall be delivered only once to Security Administrators and thereafter be suppressed for 24 hours, regardless of subsequent failures.",Agent Conflict，Restriction Conflict,"```json
{
  ""Event"": ""a failed login attempt occurs"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""alert"",
  ""Input"": ""failed login event"",
  ""Output"": ""alert notification sent to the physician/pharmacist"",
  ""Restriction"": ""null""
}
```","```json
{
  ""Event"": ""when a login failure occurs"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""deliver and suppress login failure alerts"",
  ""Input"": ""login failure alert"",
  ""Output"": ""alert delivered once to Security Administrators, then suppressed for subsequent failures"",
  ""Restriction"": ""delivered only once per occurrence; suppressed for 24 hours after initial delivery, regardless of subsequent failures""
}
```","1. Modify the **output** of Requirement A to specify that failed login alerts are delivered to both the physician/pharmacist and Security Administrators, resolving the recipient conflict by expanding the notification target list.
2. Modify the **restriction** of Requirement A to add a suppression constraint stating that after the initial alert is sent to the physician/pharmacist, subsequent failed login alerts for the same user session are suppressed for 24 hours, aligning with Requirement B's throttling policy.
3. Modify the **operation** of Requirement B to distinguish between recipient roles, specifying that the 24-hour suppression rule applies to Security Administrator alerts while physician/pharmacist alerts follow a separate, independently defined delivery policy."
16,A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV.,A flight pattern shall document the magnetic bearing and distance of waypoints in a flight route as offsets from the starting position of the UAV.,Input Conflict,"```json
{
  ""Event"": ""null"",
  ""Agent"": ""flight pattern"",
  ""Operation"": ""document"",
  ""Input"": ""longitude, latitude, and altitude of waypoints in a flight route"",
  ""Output"": ""waypoint positions recorded as offsets from the starting position of the UAV"",
  ""Restriction"": ""values must be expressed as offsets from the starting position of the UAV""
}
```","```json
{
  ""Event"": ""null"",
  ""Agent"": ""flight pattern"",
  ""Operation"": ""document"",
  ""Input"": ""magnetic bearing and distance of waypoints in a flight route"",
  ""Output"": ""offsets from the starting position of the UAV"",
  ""Restriction"": ""waypoints must be expressed as offsets from the starting position of the UAV""
}
```","1. Modify the **input** of Requirement A to include magnetic bearing and distance alongside longitude, latitude, and altitude, so the flight pattern documents both coordinate-based and bearing-based waypoint representations.
2. Replace the **input** of Requirement B with longitude, latitude, altitude, magnetic bearing, and distance to create a single unified requirement that supports both positional coordinate and directional offset formats.
3. Add a **restriction** to both requirements specifying that implementers may choose either the coordinate-based (longitude, latitude, altitude) or bearing-based (magnetic bearing, distance) representation, but the chosen format must consistently express all waypoints as offsets from the UAV's starting position."
17,A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV.,A flight pattern shall record waypoints using absolute geographic coordinates rather than offsets.,Input Conflict,"```json
{
  ""Event"": ""null"",
  ""Agent"": ""flight pattern"",
  ""Operation"": ""document"",
  ""Input"": ""longitude, latitude, and altitude of waypoints in a flight route"",
  ""Output"": ""waypoint positions recorded as offsets from the starting position of the UAV"",
  ""Restriction"": ""values must be expressed as offsets from the starting position of the UAV""
}
```","```json
{
  ""Event"": ""null"",
  ""Agent"": ""flight pattern"",
  ""Operation"": ""record"",
  ""Input"": ""waypoints"",
  ""Output"": ""waypoints stored as absolute geographic coordinates"",
  ""Restriction"": ""must use absolute geographic coordinates rather than offsets""
}
```","1. Modify the **constraint** in Requirement A to support both representations by requiring the flight pattern to store waypoints as absolute geographic coordinates internally while optionally computing and exposing offset values relative to the UAV's starting position.
2. Replace the **output** in Requirement A with absolute geographic coordinates as the primary recorded format, and introduce a derived/calculated field for offset values to satisfy the offset documentation need without conflicting with Requirement B.
3. Resolve the conflict by updating the **restriction** in one unified requirement to specify that waypoints shall be recorded using absolute geographic coordinates, with offsets from the starting position available as a secondary computed representation for display or transmission purposes."
18,A list of all dispute cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color-coding the line item in the list.,The system shall provide a textual indication of case status instead of using color-coding.,Output Conflict,"```json
{
  ""Event"": ""when search criteria are entered by the user"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""provide and display a list of dispute cases with color-coded differentiation"",
  ""Input"": ""entered search criteria"",
  ""Output"": ""list of all dispute cases matching the search criteria, with line items color-coded by case type and/or status"",
  ""Restriction"": ""list must include all cases meeting the search criteria; differentiation must be done by color-coding the line item based on type and/or status""
}
```","```json
{
  ""Event"": ""null"",
  ""Agent"": ""the system"",
  ""Operation"": ""provide"",
  ""Input"": ""case status"",
  ""Output"": ""textual indication of case status"",
  ""Restriction"": ""instead of using color-coding""
}
```","1. Modify the **output** of Requirement A to require both color-coding and a textual label indicating case type and/or status on each list line item, satisfying accessibility and visual differentiation needs simultaneously.
2. Modify the **restriction** of Requirement B to apply only as a supplementary indicator alongside color-coding rather than as a replacement, removing the ""instead of"" constraint.
3. Modify the **operation** in Requirement A to make color-coding optional while mandating textual status indication as the primary differentiation method, aligning both requirements under a single display standard."
19,A list of all dispute cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color-coding the line item in the list.,The list of dispute cases shall differentiate type/status using textual tags instead of color-coding.,Output Conflict,"```json
{
  ""Event"": ""when search criteria are entered by the user"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""provide and display a list of dispute cases with color-coded differentiation"",
  ""Input"": ""entered search criteria"",
  ""Output"": ""list of all dispute cases matching the search criteria, with line items color-coded by case type and/or status"",
  ""Restriction"": ""list must include all cases meeting the search criteria; color-coding must differentiate by type and/or status""
}
```","```json
{
  ""Event"": ""null"",
  ""Agent"": ""the list of dispute cases"",
  ""Operation"": ""differentiate"",
  ""Input"": ""type/status of dispute cases"",
  ""Output"": ""textual tags indicating type/status"",
  ""Restriction"": ""must use textual tags instead of color-coding""
}
```","1. Modify the **output** of Requirement A to replace color-coding with textual tags as the sole differentiation mechanism for case type and/or status in the dispute case list.
2. Modify the **output** of Requirement A to combine both color-coding and textual tags for differentiating case type and/or status, satisfying accessibility and visual distinction needs simultaneously.
3. Modify the **restriction** of Requirement B to allow textual tags as the primary differentiation method while permitting color-coding as a supplementary visual aid, resolving the direct contradiction between the two requirements."
20,A list of available patients is displayed after login.,"The list of available patients shall be accessible only after explicit user request, not automatically after login.",Event Conflict,"```json
{
  ""Event"": ""after login"",
  ""Agent"": ""unspecified agent"",
  ""Operation"": ""display"",
  ""Input"": ""user login credentials / successful authentication"",
  ""Output"": ""a list of available patients"",
  ""Restriction"": ""null""
}
```","```json
{
  ""Event"": ""when user makes an explicit request"",
  ""Agent"": ""system"",
  ""Operation"": ""provide access to the list of available patients"",
  ""Input"": ""explicit user request"",
  ""Output"": ""list of available patients"",
  ""Restriction"": ""not automatically after login; only upon explicit user request""
}
```","1. Modify the **condition** in Requirement A so that the patient list is displayed only when the user explicitly requests it after login, not automatically upon authentication.
2. Add a **constraint** to Requirement A specifying that the display operation is triggered by an explicit user action (e.g., clicking a ""View Patients"" button) rather than as an automatic post-login event.
3. Replace the **event** in Requirement A from ""after login"" to ""after login AND upon explicit user request"" to align both requirements on the triggering condition for displaying the patient list."
21,A meeting scheduler system will inform the ???potential meeting participant???? of the meeting.,"The meeting scheduler shall notify only confirmed attendees, excluding tentative participants.",Restriction Conflict,"```json
{
  ""Event"": ""null"",
  ""Agent"": ""meeting scheduler system"",
  ""Operation"": ""inform"",
  ""Input"": ""meeting details"",
  ""Output"": ""notification sent to potential meeting participant"",
  ""Restriction"": ""null""
}
```","```json
{
  ""Event"": ""null"",
  ""Agent"": ""meeting scheduler"",
  ""Operation"": ""notify"",
  ""Input"": ""list of attendees with confirmation status"",
  ""Output"": ""notification sent to confirmed attendees"",
  ""Restriction"": ""only confirmed attendees are notified; tentative participants are excluded""
}
```","1. Modify the **Output** of Requirement A to restrict notifications to confirmed attendees only, replacing ""potential meeting participant"" with ""confirmed attendees.""
2. Add a **Restriction** to Requirement A specifying that tentative participants are explicitly excluded from receiving notifications.
3. Align the **Input** of Requirement A to include attendee confirmation status, matching Requirement B's input of ""list of attendees with confirmation status."""
22,A meeting scheduler system will inform the potential meeting participant of the meeting.,The meeting scheduler system shall not automatically notify participants until the meeting is confirmed.,Event Conflict,"```json
{
  ""Event"": ""null"",
  ""Agent"": ""meeting scheduler system"",
  ""Operation"": ""inform"",
  ""Input"": ""meeting details"",
  ""Output"": ""notification sent to potential meeting participant about the meeting"",
  ""Restriction"": ""null""
}
```","```json
{
  ""Event"": ""until the meeting is confirmed"",
  ""Agent"": ""the meeting scheduler system"",
  ""Operation"": ""shall not automatically notify"",
  ""Input"": ""meeting confirmation status"",
  ""Output"": ""null"",
  ""Restriction"": ""notifications are prohibited before meeting confirmation""
}
```","1. Add a condition to Requirement A specifying that the ""inform"" operation is triggered only after the meeting confirmation status is verified as confirmed.
2. Modify the output of Requirement A to restrict notification delivery to confirmed meetings only, aligning it with the prohibition constraint in Requirement B.
3. Introduce a shared event element in Requirement A (""when the meeting is confirmed"") to synchronize the triggering condition with the restriction defined in Requirement B."
23,A meeting scheduler system will temporarily reserve the ???time slots???? for the proposed meeting.,The scheduler shall not reserve time slots until the meeting is finalized.,Event Conflict,"```json
{
  ""Event"": ""null"",
  ""Agent"": ""meeting scheduler system"",
  ""Operation"": ""reserve"",
  ""Input"": ""time slots for the proposed meeting"",
  ""Output"": ""temporarily reserved time slots"",
  ""Restriction"": ""temporarily (reservation is not permanent)""
}
```","```json
{
  ""Event"": ""until the meeting is finalized"",
  ""Agent"": ""the scheduler"",
  ""Operation"": ""reserve time slots"",
  ""Input"": ""meeting finalization status"",
  ""Output"": ""null"",
  ""Restriction"": ""time slots shall not be reserved before the meeting is finalized""
}
```","1. Modify the **condition** in Requirement A to specify that time slots are temporarily reserved only after the meeting is finalized, aligning with Requirement B's finalization trigger.
2. Modify the **operation** in Requirement B to distinguish between a ""soft hold"" (pre-finalization) and a ""confirmed reservation"" (post-finalization), allowing Requirement A's temporary reservation to occur as a pending hold rather than a formal reservation.
3. Modify the **restriction** in Requirement A to replace ""temporarily reserve"" with ""tentatively flag"" time slots during proposal, reserving the term ""reserve"" exclusively for the post-finalization action described in Requirement B."
