ID,Original_FR,Conflicting_FR,Predicted_Label,Semantic_Tuple_A,Semantic_Tuple_B,Resolution
16,A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV.,A flight pattern shall document the magnetic bearing and distance of waypoints in a flight route as offsets from the starting position of the UAV.,Input Conflict,,,"1. Combine both requirements to allow the flight pattern to document waypoints using both formats: longitude/latitude/altitude and magnetic bearing/distance, enabling flexibility based on operational needs.  
2. Define a configurable option in the system to let users select their preferred format (longitude/latitude/altitude or magnetic bearing/distance) for documenting waypoints in the flight pattern.  
3. Standardize one format (e.g., longitude/latitude/altitude) as the primary method while providing a conversion tool to derive the other format (magnetic bearing/distance) for users requiring it.  "
17,A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV.,A flight pattern shall record waypoints using absolute geographic coordinates rather than offsets.,Input Conflict,,,"1. Update Requirement A to allow the option of documenting waypoints as either offsets or absolute geographic coordinates, based on mission needs, and specify the format clearly for each option.  
2. Combine both requirements into a single unified requirement that mandates recording waypoints in both formats—offsets for relative navigation and absolute geographic coordinates for global positioning.  
3. Conduct a stakeholder review to determine the preferred format (offsets or absolute geographic coordinates) and revise both requirements to align with the dominant use case.  "
18,A list of all dispute cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color-coding the line item in the list.,The system shall provide a textual indication of case status instead of using color-coding.,Output Conflict,,,"1. Modify Requirement A to allow both color-coding and textual indication, giving users the option to choose their preferred method of differentiation in the system settings.  
2. Replace color-coding in Requirement A with a standardized textual indication as specified in Requirement B, ensuring accessibility for all users.  
3. Implement both color-coding and textual indication simultaneously, ensuring that the system provides redundant cues to accommodate different user needs and preferences.  "
19,A list of all dispute cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color-coding the line item in the list.,The list of dispute cases shall differentiate type/status using textual tags instead of color-coding.,Output Conflict,,,"1. Combine both approaches by using both color-coding and textual tags, allowing users to benefit from visual differentiation while ensuring accessibility for those unable to perceive colors.  
2. Replace color-coding entirely with textual tags to ensure compliance with accessibility standards, prioritizing Requirement B.  
3. Make the differentiation method configurable, allowing users to choose between color-coding, textual tags, or both based on their preference.  "
20,A list of available patients is displayed after login.,"The list of available patients shall be accessible only after explicit user request, not automatically after login.",Event Conflict,,,"1. Modify Requirement A to specify that the list of available patients is displayed only after the user explicitly requests it post-login, aligning it with Requirement B.  
2. Adjust Requirement B to allow an optional configuration setting where users can choose whether the patient list is displayed automatically after login or only upon explicit request.  
3. Introduce a compromise where a notification or prompt after login informs users about the availability of the patient list, requiring them to confirm or request access explicitly.  "
21,A meeting scheduler system will inform the ???potential meeting participant???? of the meeting.,"The meeting scheduler shall notify only confirmed attendees, excluding tentative participants.",Restriction Conflict,,,"1. Clarify the intended scope of notifications by defining whether ""potential meeting participants"" in Requirement A includes tentative participants and align this with Requirement B's exclusion criteria.
2. Update Requirement A to explicitly state that notifications are sent only to confirmed attendees, ensuring consistency with Requirement B.
3. Introduce a configurable notification option in the system, allowing users to choose whether to notify tentative participants or only confirmed attendees, accommodating both requirements."
22,A meeting scheduler system will inform the potential meeting participant of the meeting.,The meeting scheduler system shall not automatically notify participants until the meeting is confirmed.,Event Conflict,,,"1. Modify Requirement A to specify that the system will only inform participants of the meeting after it has been confirmed, ensuring alignment with Requirement B.  
2. Update Requirement B to allow limited notifications (e.g., tentative meeting invitations) while clarifying that final confirmation notifications will only be sent after the meeting is confirmed.  
3. Introduce a new requirement to distinguish between tentative and confirmed notifications, ensuring that Requirement A applies to tentative notifications and Requirement B governs confirmed notifications.  "
23,A meeting scheduler system will temporarily reserve the ???time slots???? for the proposed meeting.,The scheduler shall not reserve time slots until the meeting is finalized.,Event Conflict,,,"1. Introduce a ""tentative reservation"" feature where time slots are marked as tentative but not fully reserved until the meeting is finalized, ensuring clarity for users and alignment with both requirements.  
2. Modify Requirement A to specify that time slots are only ""soft-held"" (visible but not blocked) to avoid conflicts with Requirement B's restriction on reserving slots before finalization.  
3. Adjust Requirement B to allow temporary reservations with a clear expiration time, ensuring unused tentative slots are released if the meeting is not finalized within a defined period.  "
24,"A MODIS Computer Software Configuration Item (CSCI) is any independently tracked and configured unit of software within the MODIS SDP S/W, including processes, scripts, and utility libraries.  Each CSCI in the MODIS SDP S/W shall run in the ECS production environment.",Access to MODIS CSCI configuration data shall be permitted to MODIS_SYSTEM_ADMIN holders only during a predefined maintenance window of 2 minutes per week; outside that 2-minute window no access or modification is allowed.,Agent Conflict，Restriction Conflict,,,"1. Modify Requirement A to specify that MODIS CSCIs must operate continuously in the ECS production environment, except during the predefined 2-minute maintenance window outlined in Requirement B.  
2. Extend Requirement B to allow read-only access to MODIS CSCI configuration data outside the maintenance window, while restricting modifications to the 2-minute window.  
3. Introduce a new requirement specifying that critical MODIS CSCIs must have redundancy or failover mechanisms to ensure uninterrupted operation during the maintenance window.  "
25,"A MODIS Computer Software Configuration Item (CSCI) is any independently tracked and configured unit of software within the MODIS SDP S/W, including processes, scripts, and utility libraries.  Each CSCI within the MODIS SDP S/W systemshall employ the Earth Science Data and Information System (ESDIS)-supplied SDPTK mandatory functions to access the DAAC production environment and services.",Use of ESDIS SDPTK functions shall be rate-limited to one invocation per 24 hours per DAAC administrator; any additional attempts within the period are rejected even if initiated by DAAC admins.,Agent Conflict，Restriction Conflict,,,"1. Update Requirement A to specify that the employment of ESDIS SDPTK mandatory functions must comply with rate-limiting constraints outlined in Requirement B, ensuring compatibility between software design and operational restrictions.  
2. Modify Requirement B to allow exceptions for critical or automated processes initiated by MODIS CSCI components, with appropriate logging and monitoring to prevent abuse.  
3. Introduce a mechanism in the MODIS SDP S/W system to queue and schedule SDPTK function invocations, ensuring adherence to the rate limit while maintaining system functionality.  "
26,A MODIS CSCI ... shall be coded according to the standards specified in SDST-022.,Each CSCI may be coded according to team-specific internal guidelines if equivalent to SDST-022.,Restriction Conflict,,,"1. Update Requirement B to explicitly state that internal guidelines must be reviewed and approved to ensure equivalence with SDST-022 before use.  
2. Modify Requirement A to allow for exceptions where internal guidelines are demonstrated to meet or exceed the standards in SDST-022.  
3. Introduce a clarification document or process that defines the criteria and review mechanism for determining equivalence between internal guidelines and SDST-022.  "
27,A MODIS CSCI ... shall employ ESDIS-supplied SDPTK mandatory functions to access the DAAC environment.,A CSCI may use custom-developed functions to access DAAC services instead of ESDIS-supplied SDPTK.,Operation Conflict,,,"1. Update Requirement B to explicitly state that custom-developed functions may only be used if ESDIS-supplied SDPTK mandatory functions are proven insufficient or unavailable for specific use cases, ensuring alignment with Requirement A.
2. Introduce a priority rule stating that ESDIS-supplied SDPTK mandatory functions must be the default access method, with custom-developed functions allowed only as exceptions upon formal approval.
3. Combine both requirements into a single unified statement specifying that the CSCI must primarily use ESDIS-supplied SDPTK mandatory functions, with optional use of custom-developed functions under predefined conditions."
28,A MODIS CSCI ... shall run in the ECS production environment.,Each CSCI shall run in a controlled test environment before deployment to ECS production.,Restriction Conflict,,,"1. Update Requirement A to explicitly state that the MODIS CSCI must first undergo testing in a controlled test environment before running in the ECS production environment, ensuring alignment with Requirement B.  
2. Clarify Requirement B to specify that testing in a controlled environment is a mandatory prerequisite for all deployments, including the MODIS CSCI, to avoid ambiguity.  
3. Introduce a new requirement that defines a standardized deployment process, explicitly requiring controlled test environment validation for all CSCIs before production deployment, ensuring consistency between both requirements.  "
29,A MySQL database will be used to store all information required to answer questions.,A PostgreSQL database shall be used as the primary storage for all question-answer data.,Input Conflict,,,"1. Evaluate the technical and business advantages of MySQL versus PostgreSQL, then select one database as the standard and update both requirements accordingly.  
2. Define distinct roles for each database (e.g., use MySQL for backup or secondary storage and PostgreSQL as the primary database) and revise the requirements to reflect this division.  
3. Consult stakeholders to determine their preferences, constraints, and priorities, then align the requirements with the chosen database solution based on consensus.  "
30,"A PGE ... Each PGE shall be provided with one or more sets of production rules specifying inputs, outputs, and activation conditions.",A PGE shall execute dynamically without predefined production rules.,Restriction Conflict,,,"1. Clarify the scope of ""production rules"" in Requirement A to determine if they can be dynamically generated or adjusted during execution to align with Requirement B.  
2. Modify Requirement B to allow for predefined production rules as an initial configuration, while still enabling dynamic execution and adaptation during runtime.  
3. Introduce a hybrid approach where a PGE can optionally use predefined production rules from Requirement A but is designed to override or extend them dynamically, satisfying Requirement B.  "
31,A PGE ... shall not set or redefine environmental variables.,A PGE shall be permitted to modify environmental variables during execution for configuration purposes.,Operation Conflict,,,"1. Refine Requirement A to specify that a PGE shall not permanently set or redefine environmental variables but may temporarily modify them during execution if necessary for configuration purposes.  
2. Clarify Requirement B to explicitly state that modifications to environmental variables during execution must be temporary and reverted after the PGE completes execution.  
3. Introduce a new requirement to mandate that any changes to environmental variables by a PGE must be logged and documented to ensure transparency and traceability.  "
32,A PGE ... The SDST shall integrate all software processes into PGEs executing all processes in the MODIS TLCF.,"The SDST shall integrate only selected software processes into PGEs, not all processes.",Restriction Conflict,,,"1. Clarify the scope of software processes by defining specific criteria or categories to determine which processes must be integrated into PGEs, ensuring alignment between both requirements.  
2. Revise Requirement A or B to explicitly state whether ""all processes"" or ""selected processes"" are required, and provide a rationale for inclusion or exclusion to eliminate ambiguity.  
3. Conduct stakeholder discussions to prioritize processes based on operational importance or feasibility, and update the requirements accordingly to reflect a consensus.  "
33,A PGE ... The SDST shall integrate subsets of these processes into sets of PGEs that execute in DAAC centers.,All PGEs shall execute within a unified ECS environment instead of separate DAAC centers.,Restriction Conflict,,,"1. Redefine the execution strategy to allow PGEs to operate within a unified ECS environment while maintaining logical subsets of processes that align with DAAC-specific needs, ensuring both requirements are partially satisfied.  
2. Implement a hybrid solution where PGEs execute in a unified ECS environment but retain DAAC-specific configurations and data access privileges to simulate DAAC-centered execution.  
3. Conduct stakeholder workshops to clarify the priority between centralized execution in ECS and DAAC-specific integration, then revise the requirements to align with the agreed-upon operational model.  "
34,A PGE is a script which executes one or more MODIS software processes within the ECS environment.  A PGE shall not set or redefine environmental variables.,A PGE executed by a PROCESS_ADMIN may set or redefine environment variables only during its first execution; subsequent executions by any PROCESS_ADMIN shall be prohibited from changing environment variables.,Agent Conflict，Restriction Conflict,,,"1. Modify Requirement A to allow an exception for the first execution of a PGE by a PROCESS_ADMIN, aligning it with the conditions specified in Requirement B.  
2. Revise Requirement B to prohibit any PGE from setting or redefining environment variables, ensuring full compliance with Requirement A.  
3. Introduce a new requirement that explicitly defines the conditions and scope under which environment variables may be modified, reconciling the differing constraints of Requirements A and B.  "
35,A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,Only the System Administrator shall be permitted to add new nursing students.,Agent Conflict,,,"1. Clarify and redefine roles by specifying that the Program Administrator/Nursing Staff Member can propose or request the addition of a new nursing student, but final approval and actual addition to the system is performed by the System Administrator.  
2. Update the requirements to allow both the Program Administrator/Nursing Staff Member and the System Administrator to add new nursing students, but enforce role-based permissions to track and differentiate who performed the action.  
3. Conduct a stakeholder review to determine whether the responsibility of adding new nursing students should be exclusively assigned to the System Administrator or shared with the Program Administrator/Nursing Staff Member, then revise the requirements accordingly.  "
36,A Program of Study shall consist of a program name and listing of required classes.,A Program of Study may omit required classes and include elective components only.,Restriction Conflict,,,"1. Define separate types of Programs of Study: one that includes required classes and another that allows for elective-only components, ensuring both requirements are accommodated.  
2. Introduce a rule where Programs of Study must specify whether they include required classes, elective components, or both, with clear guidelines for each format.  
3. Revise Requirement B to clarify that elective-only Programs of Study are an exception to the standard format defined in Requirement A, ensuring consistency in program definitions.  "
37,A search described in requirement UCAR602 results in a displayed set of topics.,The search described in UCAR602 shall output a summary report instead of displaying topics.,Output Conflict,,,"1. Clarify the intended user need for UCAR602 by consulting stakeholders to determine whether the output should prioritize displaying topics, generating a summary report, or offering both options.
2. Modify UCAR602 to include a user-configurable option that allows the user to choose between displaying topics or generating a summary report based on their preference.
3. Combine the outputs by displaying the set of topics alongside a summary report, ensuring both requirements are satisfied simultaneously."
38,A search described in requirement UCAR602 results in a displayed set of topics.,A search described in requirement UCAR602 shall output a summary report instead of displaying topics.,Output Conflict,,,"1. Clarify the intended purpose of the search in UCAR602 with stakeholders to determine whether the output should prioritize displaying topics, generating a summary report, or supporting both functionalities as separate options.  
2. Modify UCAR602 to include a configuration or user preference setting that allows the search to either display topics or output a summary report based on the user's choice.  
3. Split UCAR602 into two distinct requirements: one for displaying topics and another for generating a summary report, ensuring they address different use cases or workflows.  "
39,A search described in requirement UCAR702 results in a displayed set of topics.,"The search described in UCAR702 shall return topic identifiers only, not full topic details.",Output Conflict,,,"1. Clarify the intended output of UCAR702 by determining whether the stakeholders need full topic details or only topic identifiers, and update both requirements to reflect the agreed-upon outcome.  
2. Modify Requirement A to specify that the displayed set of topics is derived from the topic identifiers returned by UCAR702, ensuring consistency with Requirement B.  
3. Introduce a new intermediate step where UCAR702 returns topic identifiers (per Requirement B), and a subsequent process fetches and displays full topic details if needed (to align with Requirement A).  "
40,A search described in requirement UCAR702 results in a displayed set of topics.,"A search described in requirement UCAR702 shall return only topic identifiers, not full topic details.",Output Conflict,,,"1. Update Requirement A to specify that the displayed set of topics consists of topic identifiers only, aligning with Requirement B.
2. Modify Requirement B to allow for the retrieval of full topic details upon user selection, while initially returning only topic identifiers.
3. Introduce a new requirement that defines a two-step process: first, displaying topic identifiers, and then providing full topic details upon user request."
41,A search described in requirements UCAR201 and UCAR202 results in a displayed set of buildings that match the search input.,"The search described in UCAR201 and UCAR202 shall return only building IDs, not the full building list.",Output Conflict,,,"1. Update Requirement A to specify that the displayed set of buildings consists of building IDs only, aligning it with Requirement B's output format.  
2. Modify Requirement B to allow the search to return both building IDs and a full building list, ensuring the display requirements in Requirement A can be met.  
3. Introduce a new requirement that enables configurable search output, allowing users to choose between displaying building IDs or the full building list based on their needs.  "
42,A search described in requirements UCAR201 and UCAR202 results in a displayed set of buildings that match the search input.,"A search described in requirements UCAR201 and UCAR202 shall return only building IDs, not the full building list.",Output Conflict,,,"1. Clarify the intended output of the search by consulting stakeholders to determine whether the system should display full building details, only building IDs, or provide both options based on user preferences.  
2. Modify the system to return building IDs by default but include an additional feature that allows users to request full building details after the initial search.  
3. Combine the requirements by displaying building IDs in the initial search results and providing a mechanism (e.g., a ""View Details"" button) to retrieve full building information as needed.  "
43,A search described in requirements UCAR203 results in a displayed set of POI that match the search input.,"If the quick search option is selected, the system shall use only the POI name field from the user input, ignore all other search parameters, and return the top 10 most frequently accessed POIs.",Input Conflict,,,"1. Update Requirement A to specify that the displayed set of POIs will vary depending on the search method used, including the quick search option described in Requirement B.  
2. Modify Requirement B to clarify that the quick search option overrides the standard search behavior described in Requirement A and explicitly returns results based only on POI name and frequency of access.  
3. Introduce a new requirement to define a hierarchy or priority between standard search and quick search, ensuring users are informed when quick search parameters supersede other search inputs.  "
44,A search described in requirements UCAR203 results in a displayed set of POIs that match the search input.,The search described in UCAR203 shall exclude POIs from restricted areas.,Restriction Conflict,,,"1. Update Requirement A to explicitly state that POIs from restricted areas will be excluded from the displayed set of results to align with Requirement B.  
2. Modify Requirement B to clarify that POIs from restricted areas will not be included in the search results, ensuring consistency with the output described in Requirement A.  
3. Introduce a filtering mechanism in UCAR203 that allows users to toggle the inclusion or exclusion of restricted area POIs, providing flexibility while adhering to both requirements.  "
45,A search described in requirements UCAR406 and UCAR407 results in a displayed set of events that match the search input.,"The search described in UCAR406 and UCAR407 shall only return future events, not past events.",Restriction Conflict,,,"1. Clarify the scope of Requirement A to explicitly state whether the displayed set of events includes both past and future events or only future events, aligning it with Requirement B if necessary.  
2. Modify Requirement B to allow the user to toggle between viewing past events, future events, or both, ensuring flexibility in search results while maintaining consistency with Requirement A.  
3. Update the search functionality to include filters for past and future events, ensuring that Requirement A displays results based on user-selected criteria and Requirement B restricts default results to future events only.  "
46,A search described in requirements UCAR501 and UCAR502 results in a displayed set of employees that match the search input.,Only HR administrators shall be able to perform searches on employees; regular users shall not access this function.,Agent Conflict,,,"1. Update Requirement A to explicitly state that the search functionality is restricted to HR administrators, ensuring alignment with Requirement B.
2. Modify Requirement B to allow limited search access for regular users, but restrict the visibility of sensitive employee details to comply with privacy and security policies.
3. Introduce a role-based access control mechanism that enables different levels of search functionality based on user roles, with HR administrators having full access and regular users having restricted or no access."
47,A single adult shall be able to lift and carry the UAV.,The UAV shall require at least two adults to lift and carry it safely.,Restriction Conflict,,,"1. Clarify the intended use case and operational context to determine whether the UAV should be designed for single-person portability or require two-person handling for safety, then update one of the requirements accordingly.  
2. Specify weight thresholds or design features (e.g., detachable components) that allow the UAV to be safely carried by a single adult but recommend two-person handling for certain scenarios.  
3. Introduce a requirement for an optional carrying aid (e.g., a cart or harness) to allow a single adult to carry the UAV while maintaining the option for two-person handling for added safety.  "
48,A single currency cannot occupy more than one slot.,The CEP card may allow a currency to be assigned to multiple slots for redundancy.,Restriction Conflict,,,"1. Clarify the system's primary goal (e.g., strict uniqueness vs. redundancy) and update one of the requirements to align with the prioritized objective.  
2. Introduce a conditional rule where a currency can occupy multiple slots only in specific, predefined redundancy scenarios, ensuring both requirements coexist.  
3. Define separate modes of operation (e.g., ""unique mode"" and ""redundancy mode"") and allow the system to toggle between them based on user or system needs.  "
49,A staff member shall have the ability to manage the progress of a part-time student.,Only academic advisors shall be permitted to modify a part-time student’s class sequence.,Agent Conflict,,,"1. Clarify the roles and permissions of ""staff members"" and ""academic advisors"" to define whether ""managing progress"" includes modifying a student's class sequence or if it is limited to monitoring and reporting.  
2. Update Requirement A to specify that staff members can manage progress but cannot modify a part-time student’s class sequence unless they are academic advisors.  
3. Introduce a collaborative workflow where staff members can recommend class sequence changes for approval by academic advisors, ensuring compliance with Requirement B.  "
50,A suitably authorized CPN user (e.g. the system administrator) shall be able to install and activate NGN managed services without the intervention of the subscribing CPN user.,New NGN managed services shall be considered approved automatically if the subscribing CPN user does not respond within 3 seconds of the one-time code being issued.,Agent Conflict，Restriction Conflict,,,"1. Modify Requirement A to specify that the authorized CPN user can install and activate NGN managed services only after the one-time code approval process has been completed, ensuring the subscribing CPN user's input is accounted for.  
2. Adjust Requirement B to extend the response time for the subscribing CPN user to a reasonable duration (e.g., 30 seconds), allowing sufficient time for user input before automatic approval occurs.  
3. Introduce a priority hierarchy, where actions by the authorized CPN user override the automatic approval mechanism in Requirement B, ensuring manual intervention takes precedence when necessary.  "
51,"A suitably authorized CPN user (e.g., the system administrator) shall be able to install and activate NGN managed services.",Only the service provider’s technical support personnel shall be allowed to install and activate NGN managed services.,Agent Conflict,,,"1. Define distinct roles and permissions for CPN users and service provider technical support personnel, specifying which types of NGN managed services each role is authorized to install and activate.  
2. Establish a joint authorization mechanism requiring both a suitably authorized CPN user and the service provider’s technical support personnel to collaborate on the installation and activation of NGN managed services.  
3. Clarify the scope of responsibilities by restricting CPN users to specific administrative tasks (e.g., activation only) while reserving installation rights exclusively for the service provider’s technical support personnel.  "
52,A suitably authorized CPN user shall be able to manage and configure provisioning capabilities.,Only the NGN central management system shall manage provisioning; CPN users shall not have configuration rights.,Agent Conflict,,,"1. Define a tiered management system where CPN users have limited provisioning rights for specific tasks, while the NGN central management system retains full control over critical provisioning configurations.  
2. Clarify the scope of ""provisioning capabilities"" for CPN users in Requirement A to exclude configurations managed exclusively by the NGN central management system in Requirement B.  
3. Introduce a role-based access control mechanism allowing CPN users to request provisioning changes, subject to approval and execution by the NGN central management system.  "
