ID,Original_FR,Conflicting_FR,Predicted_Label,Semantic_Tuple_A,Semantic_Tuple_B,Resolution
11,A CPN user shall be able to configure any unmanaged service provided to the user.,A CPN user shall not be allowed to configure unmanaged services without administrator approval.,Restriction Conflict,,,"1. Introduce a two-phase workflow: allow CPN users to initiate and draft configuration changes for unmanaged services, but require administrator approval before any changes are committed or take effect, reconciling user capability with oversight control.

2. Rewrite the requirements to distinguish between configuration scope and authorization level — for example, permit CPN users to configure pre-approved or low-risk unmanaged services autonomously, while requiring administrator approval only for services flagged as sensitive or high-impact.

3. Replace both conflicting requirements with a single unified requirement that explicitly defines a role-based access control (RBAC) model, stating that CPN users may configure unmanaged services within administrator-defined permissions, and that configurations outside those permissions require explicit administrator approval before execution."
12,A current temperature value that is received from an individual thermostat shall be compared to the valid temperature range values.,The system shall not perform validation against predefined range values for temperature inputs.,Operation Conflict,,,"1. Clarify the scope of each requirement by specifying that Requirement A applies exclusively to thermostat temperature readings used for control decisions, while Requirement B applies to raw user-entered temperature inputs (e.g., manual setpoint entries), thereby eliminating the overlap through clear domain separation.

2. Revise Requirement B to explicitly exclude thermostat-received temperature values from its prohibition, rewriting it as: ""The system shall not perform validation against predefined range values for temperature inputs, **except for current temperature values received from thermostats**,"" making the exception unambiguous.

3. Engage stakeholders to determine the true intent behind both requirements — if Requirement B was intended to override Requirement A entirely, retire Requirement A and document the rationale; if Requirement A represents a safety-critical need, retire or narrow Requirement B and ensure the validation logic is preserved as a mandatory system behavior with appropriate traceability."
13,A description and time/date of each prescription that has been ordered or given is displayed starting with most recent.,The system shall display prescriptions in chronological order from oldest to newest.,Restriction Conflict,,,"1. Standardize the sort order by updating both requirements to agree on a single default display order (e.g., most recent first), reflecting the most common clinical use case where practitioners need to quickly see the latest prescriptions.

2. Implement a configurable sort option that allows users to toggle between ""newest to oldest"" and ""oldest to newest,"" then update both requirements to reference this shared sorting feature, satisfying the intent of both stakeholders.

3. Clarify stakeholder intent by facilitating a review session with the requirement owners to determine whether the conflict stems from different user roles or contexts (e.g., pharmacists vs. physicians), and if so, define role-specific or context-specific display rules in a single unified requirement."
14,A failed login will alert the physician/pharmacist.,A failed login attempt shall not generate alerts to users for security reasons.,Operation Conflict,,,"1. Differentiate alert recipients by role: Modify Requirement A to specify that failed login alerts are sent only to system administrators or security personnel (not the end user attempting to log in), while Requirement B is refined to confirm that no alerts are shown to the user at the login interface. This preserves security awareness without exposing information to potentially unauthorized users.

2. Introduce a threshold-based alert policy: Replace both requirements with a unified rule stating that a single failed login attempt generates no user-facing alert, but after a defined number of consecutive failures (e.g., 3–5 attempts), a silent background alert is sent to the system administrator or security team only, balancing security with accountability.

3. Clarify scope and intent of each requirement: Rewrite Requirement A to specify that the physician/pharmacist is notified through a secure, out-of-band channel (e.g., email or SMS) only after their account is locked due to repeated failures, and update Requirement B to explicitly apply only to real-time, on-screen alerts during the login process. This resolves the conflict by separating the timing and channel of notification from the in-session login experience."
15,A failed login will alert the physician/pharmacist.,"Login failure alerts shall be delivered only once to Security Administrators and thereafter be suppressed for 24 hours, regardless of subsequent failures.",Agent Conflict，Restriction Conflict,,,"1. **Differentiate alert recipients by role**: Clarify that failed login alerts are sent immediately to the physician/pharmacist (the affected user) for every failure, while Security Administrator notifications follow the ""once per 24 hours"" suppression rule. This preserves both requirements by applying different delivery policies to different recipient groups.

2. **Revise Requirement B to explicitly exclude user-facing alerts**: Amend Requirement B to state that the 24-hour suppression applies only to aggregated security/audit alerts sent to Security Administrators, and does not affect real-time per-failure notifications delivered to the individual physician or pharmacist attempting to log in.

3. **Introduce a tiered alerting policy**: Define a two-tier alert system where (a) the physician/pharmacist receives an immediate notification on every failed login attempt, and (b) Security Administrators receive a consolidated alert on the first failure, with subsequent failures logged and summarized in a report after 24 hours, satisfying both the user-awareness requirement and the suppression requirement without contradiction."
16,A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV.,A flight pattern shall document the magnetic bearing and distance of waypoints in a flight route as offsets from the starting position of the UAV.,Input Conflict,,,"1. **Unify into a dual-representation requirement**: Revise the requirement to mandate that a flight pattern shall document waypoints using *both* geodetic coordinates (longitude, latitude, altitude) *and* polar navigation data (magnetic bearing and distance) as offsets from the UAV's starting position, ensuring interoperability across different navigation systems and use cases.

2. **Separate by use case with a selection rule**: Define two distinct flight pattern formats — one coordinate-based (Requirement A) and one bearing/distance-based (Requirement B) — and introduce a governing rule specifying which format shall be used under which operational context (e.g., coordinate format for autonomous GPS-guided flight; bearing/distance format for manual or compass-guided navigation).

3. **Adopt a single canonical format with a conversion interface**: Select one representation as the authoritative internal format (e.g., longitude/latitude/altitude per Requirement A) and require that the system provide a standardized conversion function to derive magnetic bearing and distance values on demand, eliminating redundant storage while satisfying both navigation needs."
17,A flight pattern shall document the longitude latitude and altitude of waypoints in a flight route as offsets from the starting position of the UAV.,A flight pattern shall record waypoints using absolute geographic coordinates rather than offsets.,Input Conflict,,,"1. Adopt absolute geographic coordinates (latitude, longitude, altitude) as the primary standard for storing waypoints, satisfying Requirement B, and deprecate Requirement A's offset-based approach to eliminate the contradiction.

2. Retain both representations by storing waypoints in absolute geographic coordinates as the authoritative record (per Requirement B) and computing/providing offset values relative to the UAV's starting position as a derived, optional output (per Requirement A), clearly distinguishing the two in the data model.

3. Convene stakeholders to determine the intended use case driving each requirement (e.g., portability and interoperability favor absolute coordinates, while relative mission scripting may favor offsets), then rewrite a single unified requirement that specifies the chosen coordinate scheme and, if needed, an explicit conversion rule between the two representations."
18,A list of all dispute cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color-coding the line item in the list.,The system shall provide a textual indication of case status instead of using color-coding.,Output Conflict,,,"1. Combine both approaches by implementing textual status labels as the primary indicator while using color-coding as a supplementary visual aid, satisfying accessibility standards and both requirements simultaneously.

2. Prioritize the textual indication requirement (Requirement B) as the primary display method to ensure accessibility compliance (e.g., for colorblind users), and formally deprecate or remove the color-coding mandate in Requirement A through a change request process.

3. Make the display mode configurable by allowing users to choose between color-coding, textual indicators, or both, ensuring the system meets diverse user needs and accessibility guidelines while honoring the intent of both requirements."
19,A list of all dispute cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color-coding the line item in the list.,The list of dispute cases shall differentiate type/status using textual tags instead of color-coding.,Output Conflict,,,"1. Combine both approaches by implementing textual tags as the primary differentiator for type/status, supplemented by color-coding as a secondary visual aid. This satisfies accessibility and clarity concerns from Requirement B while retaining the visual differentiation intent of Requirement A.

2. Prioritize Requirement B's textual tags approach as the sole differentiator, removing color-coding entirely. This improves accessibility (e.g., for color-blind users) and aligns with accessibility standards (WCAG), while still fulfilling the core need to distinguish case type/status.

3. Make the differentiation method configurable via user preferences, allowing users to choose between color-coding, textual tags, or both. This resolves the conflict by accommodating different user needs and accessibility requirements without mandating one approach over the other."
20,A list of available patients is displayed after login.,"The list of available patients shall be accessible only after explicit user request, not automatically after login.",Event Conflict,,,"1. Adopt Requirement B's approach by removing automatic display on login, and instead provide a clearly visible ""View Patients"" button or menu option on the dashboard so users can explicitly request the patient list when needed.
2. Introduce a user preference setting that allows individuals to choose whether the patient list loads automatically upon login or only on explicit request, satisfying both use cases while giving users control over their workflow.
3. Clarify stakeholder intent through a prioritization meeting to determine which behavior is correct, then formally deprecate the conflicting requirement and update documentation to reflect the single agreed-upon behavior, ensuring traceability of the decision."
21,A meeting scheduler system will inform the ???potential meeting participant???? of the meeting.,"The meeting scheduler shall notify only confirmed attendees, excluding tentative participants.",Restriction Conflict,,,"1. Clarify and unify the definition of ""potential meeting participant"" in Requirement A by replacing it with ""confirmed attendees,"" aligning it explicitly with Requirement B's scope and eliminating the ambiguity around who should be notified.

2. If notifying tentative/potential participants is a genuine business need, split the notification logic into two distinct requirements: one for notifying confirmed attendees (mandatory notification) and one for notifying tentative participants (optional or separate communication), each with clearly defined triggers and messaging.

3. Introduce a stakeholder review to formally decide the intended notification policy, then update both requirements to reflect a single, consistent rule — either broadening Requirement B to include tentative participants or narrowing Requirement A to exclude them — ensuring no contradiction exists between the two."
22,A meeting scheduler system will inform the potential meeting participant of the meeting.,The meeting scheduler system shall not automatically notify participants until the meeting is confirmed.,Event Conflict,,,"1. Clarify the trigger for notification by updating Requirement A to specify that the system will inform participants **only after the meeting is confirmed**, aligning it explicitly with the restriction in Requirement B (e.g., ""The system will inform potential meeting participants of the meeting once it has been confirmed"").

2. Introduce a two-stage communication workflow: allow the system to send a **tentative/pending invitation** (not a formal notification) to participants before confirmation, and reserve the official meeting notification until after confirmation — satisfying both the intent to inform participants and the restriction on automatic notification.

3. Add a **manual override mechanism** where the meeting organizer can choose to notify participants at any stage, but the system itself will not automatically send notifications until the meeting is confirmed — preserving Requirement B's constraint while still fulfilling Requirement A's goal of informing participants."
23,A meeting scheduler system will temporarily reserve the ???time slots???? for the proposed meeting.,The scheduler shall not reserve time slots until the meeting is finalized.,Event Conflict,,,"1. Introduce a two-phase booking model: distinguish between a ""tentative hold"" (a soft, non-binding reservation that blocks the slot from other schedulers temporarily) and a ""confirmed reservation"" (a hard booking made only upon meeting finalization), updating both requirements to explicitly reference these two distinct states.

2. Add a time-bound conditional clause to Requirement A, specifying that the temporary reservation expires automatically after a defined period (e.g., 30 minutes) if the meeting is not finalized, thereby aligning it with Requirement B's intent to prevent indefinite or premature reservations.

3. Redefine the trigger condition in both requirements to agree on a common milestone: for example, clarify that a temporary hold is placed only after all required participants have provisionally accepted, and a full reservation is confirmed only upon final organizer approval — making both requirements complementary steps in the same workflow rather than contradictory rules."
24,"A MODIS Computer Software Configuration Item (CSCI) is any independently tracked and configured unit of software within the MODIS SDP S/W, including processes, scripts, and utility libraries.  Each CSCI in the MODIS SDP S/W shall run in the ECS production environment.",Access to MODIS CSCI configuration data shall be permitted to MODIS_SYSTEM_ADMIN holders only during a predefined maintenance window of 2 minutes per week; outside that 2-minute window no access or modification is allowed.,Agent Conflict，Restriction Conflict,,,"Looking at the conflict: Requirement A mandates that all MODIS CSCIs run continuously in the ECS production environment, while Requirement B restricts configuration data access to only 2 minutes per week. This creates a conflict because operational CSCIs running in production typically require ongoing configuration access for monitoring, updates, error recovery, and maintenance — which cannot realistically be constrained to 2 minutes per week without risking system stability and operational continuity.

1. **Expand and tiered the maintenance window based on operational need:** Revise Requirement B to define differentiated access windows — for example, a broader scheduled maintenance window (e.g., 4–8 hours per week) for routine configuration changes, plus an emergency override procedure allowing MODIS_SYSTEM_ADMIN access outside the window with mandatory logging, approval, and audit trail. This preserves security intent while accommodating the operational demands of continuously running CSCIs.

2. **Separate read-only monitoring access from write/modification access:** Amend Requirement B to distinguish between read-only access to configuration data (permitted continuously for operational monitoring of running CSCIs) and write/modification access (restricted to the defined maintenance window). This allows CSCIs to remain operational and observable in the ECS production environment without violating the security constraint on configuration changes.

3. **Align the maintenance window with ECS production environment downtime or scheduled maintenance cycles:** Coordinate with ECS production environment scheduling to ensure the 2-minute (or appropriately extended) maintenance window coincides with planned ECS maintenance periods, and explicitly document in both requirements that CSCI configuration updates must be batched and pre-approved for execution during that window, reducing operational risk while satisfying the access restriction intent."
25,"A MODIS Computer Software Configuration Item (CSCI) is any independently tracked and configured unit of software within the MODIS SDP S/W, including processes, scripts, and utility libraries.  Each CSCI within the MODIS SDP S/W systemshall employ the Earth Science Data and Information System (ESDIS)-supplied SDPTK mandatory functions to access the DAAC production environment and services.",Use of ESDIS SDPTK functions shall be rate-limited to one invocation per 24 hours per DAAC administrator; any additional attempts within the period are rejected even if initiated by DAAC admins.,Agent Conflict，Restriction Conflict,,,"Looking at the conflict: Requirement A mandates that **every CSCI shall employ ESDIS SDPTK mandatory functions** to access the DAAC production environment and services (implying frequent, unrestricted use as needed), while Requirement B **rate-limits SDPTK function invocations to once per 24 hours per DAAC administrator**, which would block normal operational workflows that require multiple SDPTK calls within a day.

1. **Differentiate function categories:** Amend Requirement B to clarify that the 24-hour rate limit applies only to a specific subset of SDPTK functions (e.g., administrative configuration or privileged access functions), explicitly excluding routine operational/mandatory functions that CSCIs must invoke as required by Requirement A. This preserves security controls without breaking normal CSCI operations.

2. **Replace the hard rejection with a tiered authorization model:** Revise Requirement B to replace outright rejection of additional invocations with a stepped approval mechanism — for example, allow automated CSCI-driven SDPTK calls to proceed unrestricted while applying the 24-hour rate limit only to interactive, human-initiated invocations by DAAC administrators. This aligns operational continuity (Req A) with the security intent of Req B.

3. **Establish a formal exemption and logging mechanism:** Introduce a reconciliation clause stating that CSCI processes operating under Requirement A are granted a system-level service account exemption from the rate limit, provided all invocations are logged and auditable. Requirement B's rate limit would then apply strictly to individual human DAAC administrator accounts, resolving the conflict while maintaining accountability and traceability."
26,A MODIS CSCI ... shall be coded according to the standards specified in SDST-022.,Each CSCI may be coded according to team-specific internal guidelines if equivalent to SDST-022.,Restriction Conflict,,,"1. Establish a formal equivalency review process: Define clear, measurable criteria for what constitutes ""equivalent to SDST-022,"" and require that any team-specific guidelines undergo a documented approval process before being accepted as a valid alternative for MODIS CSCI coding.

2. Prioritize Requirement A for MODIS CSCI specifically: Clarify that SDST-022 compliance is mandatory and non-negotiable for MODIS CSCIs, while Requirement B's flexibility applies only to non-MODIS CSCIs, eliminating the ambiguity by scoping each requirement to distinct system components.

3. Merge the requirements into a single unified standard: Rewrite both requirements as one, stating that all CSCIs shall comply with SDST-022, but teams may supplement it with internal guidelines provided those guidelines do not contradict or reduce the standards set by SDST-022, ensuring consistency while allowing reasonable team-level customization."
27,A MODIS CSCI ... shall employ ESDIS-supplied SDPTK mandatory functions to access the DAAC environment.,A CSCI may use custom-developed functions to access DAAC services instead of ESDIS-supplied SDPTK.,Operation Conflict,,,"1. Establish a clear hierarchy by designating ESDIS-supplied SDPTK mandatory functions as the primary and required method for accessing the DAAC environment, while permitting custom-developed functions only as a supplemental option for services not covered by the SDPTK, with explicit documented justification and approval required for any custom usage.

2. Revise Requirement A to distinguish between ""mandatory"" SDPTK functions (which must always be used for core DAAC environment access) and ""optional"" SDPTK functions, then amend Requirement B to restrict custom-developed functions exclusively to cases where equivalent SDPTK functions do not exist, ensuring compliance is verifiable through a traceability matrix.

3. Introduce a waiver/exception process: retain Requirement A as the default standard for all MODIS CSCIs, but allow Requirement B as a controlled exception requiring formal review and sign-off from ESDIS, thereby resolving the conflict through governance rather than technical redefinition while maintaining auditability and consistency across CSCIs."
28,A MODIS CSCI ... shall run in the ECS production environment.,Each CSCI shall run in a controlled test environment before deployment to ECS production.,Restriction Conflict,,,"1. Add a sequencing/lifecycle clause to Requirement A specifying that the MODIS CSCI shall run in the ECS production environment **only after** successful validation in the controlled test environment, making the two requirements complementary rather than conflicting.

2. Introduce a phased deployment policy that explicitly defines the mandatory test environment gate (satisfying Requirement B) as a prerequisite condition for ECS production deployment (satisfying Requirement A), and reference this policy in both requirements to ensure traceability and consistency.

3. Rewrite Requirement A to scope it to the operational/steady-state context (e.g., ""During operations, the MODIS CSCI shall execute within the ECS production environment"") and retain Requirement B as a pre-deployment constraint, clearly separating the deployment lifecycle phase from the operational phase to eliminate the apparent contradiction."
29,A MySQL database will be used to store all information required to answer questions.,A PostgreSQL database shall be used as the primary storage for all question-answer data.,Input Conflict,,,"1. Standardize on one database technology by evaluating both MySQL and PostgreSQL against project-specific criteria (e.g., scalability, licensing, team expertise, feature requirements) and updating both requirements to reflect the single chosen platform.

2. Clarify organizational scope and ownership: if the two requirements originate from different teams or subsystems, determine whether they describe the same data store or separate ones, and rewrite them to explicitly assign each database a distinct, non-overlapping responsibility (e.g., one for read replicas, one as the primary store).

3. Introduce an abstraction layer (e.g., a database-agnostic ORM or repository pattern) and rewrite both requirements as a single unified requirement that specifies the abstraction interface, deferring the specific database engine choice to an architecture decision record (ADR) that can be revisited without impacting higher-level requirements."
30,"A PGE ... Each PGE shall be provided with one or more sets of production rules specifying inputs, outputs, and activation conditions.",A PGE shall execute dynamically without predefined production rules.,Restriction Conflict,,,"1. Introduce a hybrid execution model where PGEs support both predefined production rules (static mode) and dynamic rule generation/inference (dynamic mode), with the system configuration specifying which mode applies to each PGE instance.

2. Redefine ""production rules"" in Requirement A to include dynamically generated or runtime-derived rules, clarifying that rules may be created on-the-fly during execution rather than strictly predefined at design time, thereby satisfying both requirements under a unified definition.

3. Separate the two requirements into distinct PGE subtypes (e.g., Static PGE and Dynamic PGE), each with its own specification, so that rule-based and rule-free execution behaviors are explicitly scoped to different use cases rather than applied as contradictory constraints to the same component."
31,A PGE ... shall not set or redefine environmental variables.,A PGE shall be permitted to modify environmental variables during execution for configuration purposes.,Operation Conflict,,,"1. **Narrow the scope of Requirement B** by restricting permitted modifications to a well-defined, isolated subset of environment variables (e.g., a PGE-specific namespace or prefix), while Requirement A's prohibition applies to all system-wide or shared environmental variables, making the two requirements complementary rather than contradictory.

2. **Introduce a lifecycle distinction** by clarifying that Requirement A prohibits setting or redefining environmental variables at startup/initialization time (i.e., before execution begins), while Requirement B permits temporary, in-process modifications during runtime execution that do not persist beyond the PGE's process scope and do not affect the parent or external environment.

3. **Replace both requirements with a single unified requirement** that explicitly states: ""A PGE shall not set or redefine environmental variables in the shared or parent environment, but may modify environment variables within its own process scope during execution solely for internal configuration purposes, provided such changes are documented and do not propagate externally."""
32,A PGE ... The SDST shall integrate all software processes into PGEs executing all processes in the MODIS TLCF.,"The SDST shall integrate only selected software processes into PGEs, not all processes.",Restriction Conflict,,,"1. Clarify scope by convening a stakeholder review to explicitly define which software processes must be integrated into PGEs within the MODIS TLCF, producing an agreed-upon enumerated list that replaces the ambiguous ""all"" vs. ""only selected"" language.

2. Revise Requirement A to align with Requirement B by replacing ""all software processes"" with ""designated software processes,"" and create a companion traceability document that maps each selected process to its inclusion rationale, ensuring both requirements converge on a single, well-defined integration scope.

3. Introduce a tiered classification of software processes (e.g., mandatory, optional, excluded) so that Requirement A governs mandatory processes that must be integrated into PGEs, while Requirement B governs the overall policy that not every process qualifies—eliminating the contradiction by giving each requirement a distinct, non-overlapping domain."
